TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2025,1,6,4,21,7XX W 6TH AVE,Fairview,491230.9898,5457014.2969
Mischief,2025,1,20,3,27,7XX W 70TH AVE,Marpole,490979.5253,5450635.4827
Mischief,2025,1,24,16,0,7XX W 7TH AVE,Fairview,491218.379,5456925.744
Mischief,2025,1,8,0,58,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2025,1,8,4,24,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2025,1,8,22,38,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2025,1,12,22,0,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2025,1,16,16,58,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
Mischief,2025,1,9,23,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2025,1,11,15,23,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2025,1,11,16,19,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2025,1,12,0,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2025,1,12,1,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2025,1,18,20,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2025,1,19,20,21,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2025,1,20,0,0,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2025,1,20,21,7,7XX W GEORGIA ST,Central Business District,491409.222,5458870.3802
Mischief,2025,1,26,10,0,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
Mischief,2025,1,13,3,0,7XX W PENDER ST,Central Business District,491643.4738,5459104.1741
Mischief,2025,1,10,3,0,84XX ONTARIO ST,Marpole,492218.3141,5450629.5443
Mischief,2025,1,20,2,50,85XX RIVER DISTRICT CRSS,Killarney,497741.8454,5450313.7546
Mischief,2025,1,6,22,15,85XX RIVER DISTRICT CRSS,Killarney,497747.2884,5450363.7895
Mischief,2025,1,17,23,0,86XX GRANVILLE ST,Marpole,489767.7778,5450616.9204
Mischief,2025,1,4,8,44,87XX HUDSON ST,Marpole,490194.3984,5450373.3558
Mischief,2025,1,3,22,33,88XX HEATHER ST,Marpole,491031.5458,5450340.2064
Mischief,2025,1,26,0,0,88XX SELKIRK ST,Marpole,490288.0424,5450321.5665
Mischief,2025,1,28,10,52,8XX AVISON WAY,Stanley Park,490530.9566,5460905.9269
Mischief,2025,1,27,12,56,8XX CAMBIE ST,Central Business District,491535.2237,5458295.8143
Mischief,2025,1,2,23,24,8XX E 33RD AVE,Kensington-Cedar Cottage,493609.6367,5454176.1776
Mischief,2025,1,4,19,37,8XX EXPO BLVD,Central Business District,491690.4838,5458169.0517
Mischief,2025,1,14,18,0,8XX HAMILTON ST,Central Business District,491524.8995,5458410.9269
Mischief,2025,1,12,19,0,8XX HOMER ST,Central Business District,491395.8911,5458433.5933
Mischief,2025,1,27,14,0,8XX KEEFER ST,Strathcona,493659.8327,5458498.5091
Mischief,2025,1,8,14,20,8XX NICOLA ST,West End,490453.3027,5459535.6086
Mischief,2025,1,10,14,5,8XX W 16TH AVE,Fairview,491014.8907,5456043.7556
Mischief,2025,1,16,13,4,8XX W 41ST AVE,South Cambie,490955.8196,5453466.8788
Mischief,2025,1,1,3,56,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Mischief,2025,1,13,9,20,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Mischief,2025,1,26,20,50,8XX W GEORGIA ST,Central Business District,491279.7136,5459000.0143
Mischief,2025,1,1,3,18,8XX W GEORGIA ST,Central Business District,491281.5494,5458998.1447
Mischief,2025,1,28,22,18,9X E 14TH AVE,Mount Pleasant,492479.9652,5456194.4002
Mischief,2025,1,14,7,3,9XX BURRARD ST,Central Business District,490952.141,5458832.437
Mischief,2025,1,18,21,59,9XX CANADA PL,Central Business District,491607.648,5459491.1327
Mischief,2025,1,7,21,0,9XX E 29TH AVE,Kensington-Cedar Cottage,493750.0089,5454649.0245
Mischief,2025,1,28,20,0,9XX SEYMOUR ST,Central Business District,491207.3693,5458509.5214
Mischief,2025,1,26,19,15,9XX SEYMOUR ST,Central Business District,491208.2714,5458510.421
Mischief,2025,1,12,5,0,9XX SEYMOUR ST,Central Business District,491235.2963,5458550.2872
Mischief,2025,1,23,9,0,9XX SEYMOUR ST,Central Business District,491239.4264,5458541.4923
Mischief,2025,1,24,15,30,9XX SEYMOUR ST,Central Business District,491239.4264,5458541.4923
Mischief,2025,1,6,8,45,9XX STANLEY PARK DR,Stanley Park,490733.9851,5460444.1841
Mischief,2025,1,12,0,18,9XX W CORDOVA ST,Central Business District,491637.4921,5459386.5836
Mischief,2025,1,3,0,0,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.7464
Mischief,2025,1,3,21,30,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.7464
Mischief,2025,1,29,12,49,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.7464
Mischief,2025,1,17,17,30,ABBOTT ST / W PENDER ST,Central Business District,492175.4366,5458706.8536
Mischief,2025,1,13,0,18,BALACLAVA ST / W 30TH AVE,Dunbar-Southlands,487208.8749,5454727.347
Mischief,2025,1,19,23,0,BURRARD ST / NELSON ST,West End,490833.279,5458723.2686
Mischief,2025,1,8,20,16,CAMBIE ST / W 2ND AVE,Fairview,491630.5393,5457347.5033
Mischief,2025,1,20,22,0,CHALDECOTT ST / W 27TH AVE,Dunbar-Southlands,486008.7245,5455054.726
Mischief,2025,1,2,15,0,CORNETT RD / SKEENA ST,Renfrew-Collingwood,497925.9375,5456491.1512
Mischief,2025,1,25,1,19,DAVIE ST / HORNBY ST,Central Business District,490680.2603,5458413.5032
Mischief,2025,1,15,23,0,DUNDAS ST / N LAKEWOOD DR,Grandview-Woodland,495518.9728,5459118.1461
Mischief,2025,1,6,3,53,DUNDEE ST / KINGSWAY AVE,Renfrew-Collingwood,496532.8587,5453810.7412
Mischief,2025,1,12,2,0,DUNSMUIR ST / RICHARDS ST,Central Business District,491675.8843,5458852.2982
Mischief,2025,1,27,18,15,E 12TH AVE / KASLO ST,Renfrew-Collingwood,496576.7881,5456256.2992
Mischief,2025,1,8,8,52,E 12TH AVE / LAKEWOOD DR,Kensington-Cedar Cottage,495483.6636,5456308.2935
Mischief,2025,1,3,22,0,E 27TH AVE / SIDNEY ST,Kensington-Cedar Cottage,495434.6952,5454887.3224
Mischief,2025,1,6,0,0,E 27TH AVE / SKEENA ST,Renfrew-Collingwood,497922.6479,5454825.2015
Mischief,2025,1,14,19,45,E 3RD AVE / MAIN ST,Mount Pleasant,492665.2132,5457279.217
Mischief,2025,1,4,20,40,E 43RD AVE / ROSS ST,Sunset,493983.6371,5453126.8287
Mischief,2025,1,18,20,24,E GEORGIA ST / GORE AV,Strathcona,492939.9794,5458424.1016
Mischief,2025,1,30,15,20,E GEORGIA ST / GORE AVE,Strathcona,492939.9774,5458424.1005
Mischief,2025,1,4,22,40,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Mischief,2025,1,13,10,28,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Mischief,2025,1,11,22,0,EXPO BLVD / UNION ST,Central Business District,492415.7977,5458339.0636
Mischief,2025,1,17,23,33,FRASER ST / KINGSWAY AVE,Kensington-Cedar Cottage,493463.7914,5455970.0072
Mischief,2025,1,23,16,0,FRASER ST / SE MARINE DR,Sunset,493362.3468,5450924.1815
Mischief,2025,1,30,19,1,GALT ST / GLADSTONE ST,Kensington-Cedar Cottage,495561.9159,5454617.251
Mischief,2025,1,28,8,26,HAWKS AVE / KEEFER ST,Strathcona,493654.832,5458503.2387
Mischief,2025,1,12,1,0,HOMER ST / W HASTINGS ST,Central Business District,491931.8766,5458968.1231
Mischief,2025,1,28,11,58,HORNBY ST / W PENDER ST,Central Business District,491501.3283,5459246.9332
Mischief,2025,1,29,16,11,HOWE ST / W PENDER ST,Central Business District,491575.303,5459176.0038
Mischief,2025,1,19,19,0,MAIN ST / MILROSS AVE,Central Business District,492729.3594,5458147.1262
Mischief,2025,1,17,0,7,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.2454,5457784.5846
Mischief,2025,1,15,0,1,ONTARIO ST / W 7TH AVE,Mount Pleasant,492373.8567,5456884.3864
Mischief,2025,1,18,2,35,ROSEMARY BROWN LANE / THURLOW ST,West End,490881.0722,5459061.9183
Mischief,2025,1,13,0,17,SEYMOUR ST / ST REGIS LANE,Central Business District,491573.5743,5458886.5708
Mischief,2025,1,3,21,34,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.6323,5458792.376
Mischief,2025,1,27,23,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Offence Against a Person,2025,1,28,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,28,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0.0,0.0
Offence Against a Person,2025,1,6,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,18,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,19,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,21,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,6,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0.0,0.0
Offence Against a Person,2025,1,12,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,18,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,15,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,18,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,11,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,19,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,10,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,31,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,18,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,6,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,18,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,13,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,14,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,11,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,6,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,7,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,13,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,24,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
Offence Against a Person,2025,1,23,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,19,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,9,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,26,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,25,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,28,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,24,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,23,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,23,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,13,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,8,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,16,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,13,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0.0,0.0
Offence Against a Person,2025,1,13,0,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,30,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,12,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,16,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,15,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,5,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,14,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,15,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,27,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,9,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,16,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,6,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,15,0,0,OFFSET TO PROTECT PRIVACY,Mount Pleasant,0.0,0.0
Offence Against a Person,2025,1,9,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,24,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,12,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,12,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,11,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,14,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,12,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,29,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,28,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,14,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,30,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,12,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,23,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,25,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,14,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,10,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,19,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,20,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,13,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,13,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,13,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,23,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,16,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,21,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,20,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,15,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,5,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,15,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,3,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,8,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,24,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,4,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,15,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,11,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,7,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,7,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
Offence Against a Person,2025,1,24,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2025,1,1,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2025,1,30,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2025,1,3,0,0,OFFSET TO PROTECT PRIVACY,Mount Pleasant,0.0,0.0
Offence Against a Person,2025,1,17,0,0,OFFSET TO PROTECT PRIVACY,Sunset,0.0,0.0
